identifier,date,report,desc,title,for,against,abstention,no_show,excused
181939,2025-11-26 12:37:24,A10-0213/2025,,Christel Schaldemose - § 24/1,418,228,16,3,21
181940,2025-11-26,,,§ 24,,,,665,21
181942,2025-11-26 12:37:45,A10-0213/2025,,Christel Schaldemose - § 25/1,549,97,20,0,21
181943,2025-11-26,,,§ 25,,,,665,21
181944,2025-11-26 12:38:01,A10-0213/2025,,Christel Schaldemose - § 28 - Am 3,172,432,44,17,21
181945,2025-11-26 12:38:14,A10-0213/2025,,Christel Schaldemose - § 31,622,17,28,0,21
181946,2025-11-26 12:38:28,A10-0213/2025,,Christel Schaldemose - § 33,576,30,52,7,21
181947,2025-11-26,,,§ 41,,,,665,21
181948,2025-11-26 12:38:45,A10-0213/2025,,Christel Schaldemose - § 70,632,18,16,0,21
181949,2025-11-26 12:38:57,A10-0213/2025,,Christel Schaldemose - § 81,618,21,23,3,21
181950,2025-11-26 12:51:01,B10-0503/2025,,Proposition de résolution,157,465,20,23,21
181951,2025-11-26 12:52:37,B10-0506/2025,,Proposition de résolution (ensemble du texte),359,188,76,42,21
181952,2025-11-26 12:41:31,A10-0185/2025,,Jorge Martín Frías - Proposition de résolution de remplacement - Am 1,264,363,39,0,21
181953,2025-11-26 12:49:09,B10-0499/2025,,Proposition de résolution,88,388,184,5,21
181955,2025-11-26,,,Recital J,228,378,58,665,21
181956,2025-11-26 12:49:45,B10-0501/2025,,Considérant J/2,269,337,55,4,21
181958,2025-11-27,,,Motion for a resolution (as a whole),,,,618,22
181960,2025-11-26,,,Motion for a resolution (as a whole),,,,665,21
181971,2025-11-26,B10-0500/2025,,§ 17,,,,665,21
181978,2025-11-26,B10-0500/2025,,After § 32,,,,665,21
181979,2025-11-26,B10-0500/2025,,After § 32,,,,665,21
181983,2025-11-26,B10-0500/2025,,After recital E,,,,665,21
181984,2025-11-26,,,Motion for a resolution,,,,665,21
181986,2025-11-26,,,Motion for a resolution,,,,665,21
181994,2025-11-26 12:08:32,A10-0237/2025,,Victor Negrescu - Proposition de résolution (ensemble du texte),519,99,45,2,21
181995,2025-11-25 12:28:11,A10-0109/2025,,Jeroen Lenaers - Accord provisoire - Am 56,556,74,7,27,21
182005,2025-11-25,,,Approval without vote,,,,664,21
182006,2025-11-26,,,Article 1 – point 22; Article 37 – after § 2,,,,665,21
182008,2025-11-26 12:42:23,B10-0496/2025,,Proposition de résolution,49,600,16,0,21
182009,2025-11-26 12:42:40,B10-0500/2025,,§ 1 - Am 3,174,458,22,11,21
182010,2025-11-26 12:42:53,B10-0500/2025,,Après le § 1 - Am 4,155,413,80,17,21
182011,2025-11-26 12:43:06,B10-0500/2025,,Après le § 1 - Am 5,85,471,93,16,21
182012,2025-11-26 12:43:19,B10-0500/2025,,Après le § 1 - Am 6,95,471,82,17,21
182013,2025-11-26 12:43:32,B10-0500/2025,,Après le § 6 - Am 7,133,492,22,18,21
182014,2025-11-26 12:43:44,B10-0500/2025,,§ 11 - Am 18,233,393,28,11,21
182016,2025-11-26,,,§ 9,,,,665,21
182017,2025-11-26,,,§ 9,,,,665,21
182019,2025-11-26,,,§ 10,,,,665,21
182020,2025-11-26,,,§ 10,,,,665,21
182021,2025-11-26 12:44:17,B10-0500/2025,,Après le § 11 - Am 8,173,433,39,20,21
182022,2025-11-26 12:44:28,B10-0500/2025,,Après le § 11 - Am 9,124,503,21,17,21
182023,2025-11-26 12:44:39,B10-0500/2025,,§ 13 - Am 10,159,430,59,17,21
182025,2025-11-26,,,§ 14,,,,665,21
182026,2025-11-26,,,§ 14,,,,665,21
182027,2025-11-26 12:45:04,B10-0500/2025,,Après le § 19 - Am 17,234,402,22,7,21
182029,2025-11-26,,,§ 25,,,,665,21
182030,2025-11-26 12:45:23,B10-0500/2025,,§ 25/2,467,190,10,0,21
182032,2025-11-26,,,§ 28,,,,665,21
182033,2025-11-26,,,§ 28,,,,665,21
182034,2025-11-26 12:45:43,B10-0500/2025,,§ 31 - Am 11,171,461,18,15,21
182035,2025-11-26 12:45:55,B10-0500/2025,,Après le § 31 - Am 12,170,399,71,25,21
182036,2025-11-26 12:46:07,B10-0500/2025,,Après le § 31 - Am 13,89,549,11,16,21
182037,2025-11-26 12:46:18,B10-0500/2025,,Après le § 31 - Am 14,70,576,5,14,21
182038,2025-11-26 12:46:30,B10-0500/2025,,Après le § 32 - Am 16,233,383,36,13,21
182039,2025-11-26 12:46:51,B10-0500/2025,,§ 33 - Am 15,94,477,80,14,21
182040,2025-11-26 12:48:17,B10-0500/2025,,Après le considérant C - Am 1,140,414,99,12,21
182041,2025-11-26 12:48:30,B10-0500/2025,,Après le considérant E - Am 2,182,436,31,16,21
182043,2025-11-27,,,Motion for a resolution,,,,618,22
182044,2025-11-26 12:07:04,A10-0237/2025,,Victor Negrescu - § 1 - Am 2,131,508,13,13,21
182045,2025-11-26,,,§ 2,,,,665,21
182046,2025-11-26,,,§ 4,,,,665,21
182047,2025-11-26 12:07:27,A10-0237/2025,,Victor Negrescu - § 8 - Am 3,161,463,34,7,21
182048,2025-11-26 12:07:41,A10-0237/2025,,Victor Negrescu - § 8 - Am 4,186,447,22,10,21
182049,2025-11-26 12:07:55,A10-0237/2025,,Victor Negrescu - Après le § 8 - Am 5,197,447,5,16,21
182050,2025-11-26,,,Citation 6,,,,665,21
182051,2025-11-26,,,Citation 7,,,,665,21
182052,2025-11-26 12:08:17,A10-0237/2025,,Victor Negrescu - Considérant E - Am 1,184,458,18,5,21
182053,2025-11-27 12:10:21,A10-0226/2025,,"Thijs Reuten, Nina Carberry - § 13",526,58,26,8,22
182054,2025-11-27 12:10:33,A10-0226/2025,,"Thijs Reuten, Nina Carberry - Après le § 125 - Am 2",174,415,18,11,22
182056,2025-11-27,,,§ 126,,,,618,22
182057,2025-11-27,,,§ 126,,,,618,22
182059,2025-11-27,,,§ 168,,,,618,22
182060,2025-11-27,,,§ 168,,,,618,22
182061,2025-11-27,,,§ 168,,,,618,22
182062,2025-11-27 12:11:21,A10-0226/2025,,"Thijs Reuten, Nina Carberry - Après le § 172 - Am 4",137,452,22,7,22
182063,2025-11-27 12:11:35,A10-0226/2025,,"Thijs Reuten, Nina Carberry - § 199",557,35,17,9,22
182065,2025-11-27,,,§ 204,,,,618,22
182066,2025-11-27 12:11:56,A10-0226/2025,,"Thijs Reuten, Nina Carberry - § 204/2",549,34,25,10,22
182067,2025-11-27 12:12:15,A10-0226/2025,,"Thijs Reuten, Nina Carberry - Après le § 244 - Am 3",189,407,12,10,22
182068,2025-11-27 12:12:28,A10-0226/2025,,"Thijs Reuten, Nina Carberry - § 250",505,62,38,13,22
182070,2025-11-27,,,§ 251,,,,618,22
182071,2025-11-27,,,§ 251,,,,618,22
182072,2025-11-27 12:13:00,A10-0226/2025,,"Thijs Reuten, Nina Carberry - § 251/3",472,64,70,12,22
182074,2025-11-27 12:13:17,A10-0226/2025,,"Thijs Reuten, Nina Carberry - § 252/1",511,57,33,17,22
182075,2025-11-27 12:13:28,A10-0226/2025,,"Thijs Reuten, Nina Carberry - § 252/2",461,82,43,32,22
182076,2025-11-27 12:13:39,A10-0226/2025,,"Thijs Reuten, Nina Carberry - § 252/3",456,96,43,23,22
182077,2025-11-27 12:13:49,A10-0226/2025,,"Thijs Reuten, Nina Carberry - § 252/4",528,34,37,19,22
182078,2025-11-27 12:13:59,A10-0226/2025,,"Thijs Reuten, Nina Carberry - § 252/5",455,88,55,20,22
182079,2025-11-27 12:14:10,A10-0226/2025,,"Thijs Reuten, Nina Carberry - § 252/6",424,152,14,28,22
182080,2025-11-27 12:14:23,A10-0226/2025,,"Thijs Reuten, Nina Carberry - § 254",438,116,52,12,22
182081,2025-11-27 12:14:35,A10-0226/2025,,"Thijs Reuten, Nina Carberry - § 255",465,98,46,9,22
182082,2025-11-27 12:14:47,A10-0226/2025,,"Thijs Reuten, Nina Carberry - § 257",507,72,28,11,22
182084,2025-11-27 12:15:02,A10-0226/2025,,"Thijs Reuten, Nina Carberry - § 258/1",504,72,28,14,22
182085,2025-11-27 12:15:13,A10-0226/2025,,"Thijs Reuten, Nina Carberry - § 258/2",447,126,25,20,22
182086,2025-11-27 12:15:24,A10-0226/2025,,"Thijs Reuten, Nina Carberry - § 258/3",476,71,55,16,22
182087,2025-11-27 12:15:35,A10-0226/2025,,"Thijs Reuten, Nina Carberry - § 258/4",439,93,67,19,22
182088,2025-11-27 12:15:45,A10-0226/2025,,"Thijs Reuten, Nina Carberry - § 258/5",510,67,29,12,22
182089,2025-11-27 12:15:58,A10-0226/2025,,"Thijs Reuten, Nina Carberry - § 259",471,85,53,9,22
182090,2025-11-27 12:16:09,A10-0226/2025,,"Thijs Reuten, Nina Carberry - § 260",506,71,29,12,22
182091,2025-11-27 12:16:21,A10-0226/2025,,"Thijs Reuten, Nina Carberry - § 262",518,67,25,8,22
182093,2025-11-27,,,§ 265,,,,618,22
182094,2025-11-27,,,§ 265,,,,618,22
182095,2025-11-27,,,Citation 21,,,,618,22
182096,2025-11-27 12:16:59,A10-0226/2025,,"Thijs Reuten, Nina Carberry - Après le considérant J - Am 1",178,416,12,12,22
182098,2025-11-27,,,Recital M,,,,618,22
182099,2025-11-27 12:17:21,A10-0226/2025,,"Thijs Reuten, Nina Carberry - Considérant M/2",485,99,13,21,22
182104,2025-11-27,B10-0508/2025,,B10-0508/2025,,,,618,22
182105,2025-11-27,B10-0510/2025,,B10-0510/2025,,,,618,22
182106,2025-11-27,B10-0513/2025,,B10-0513/2025,,,,618,22
182107,2025-11-27,B10-0516/2025,,B10-0516/2025,,,,618,22
182108,2025-11-27,B10-0521/2025,,B10-0521/2025,,,,618,22
182109,2025-11-27,B10-0523/2025,,B10-0523/2025,,,,618,22
182110,2025-11-26 12:19:23,C10-0263/2025,,Article 1-point 23; Article 38-§ 2-Am 63= 128=,407,245,5,8,21
182111,2025-11-26,,,Request for referral back (Rule 60(4)),440,211,11,665,21
182112,2025-11-27,,,Amendments by the committee responsible – put to the vote collectively,,,,618,22
182113,2025-11-27 12:07:58,A10-0208/2025,,"Adina Vălean - Article 10, § 2 - Am 168",149,439,4,26,22
182115,2025-11-27,,,"Article 12, after § 3",,,,618,22
182116,2025-11-27,,,"Article 12, after § 3",,,,618,22
182118,2025-11-27,,,"Article 19, § 4",,,,618,22
182119,2025-11-27,,,"Article 19, § 4",,,,618,22
182120,2025-11-27 12:26:11,A10-0224/2025,,Marieke Ehlers - Proposition de résolution de remplacement - Am 1,262,327,18,11,22
182138,2025-11-27,B10-0544/2025,,B10-0544/2025,,,,618,22
182139,2025-11-27,B10-0545/2025,,B10-0545/2025,,,,618,22
182140,2025-11-27,B10-0546/2025,,B10-0546/2025,,,,618,22
182141,2025-11-27,B10-0547/2025,,B10-0547/2025,,,,618,22
182142,2025-11-27,B10-0548/2025,,B10-0548/2025,,,,618,22
182143,2025-11-27,B10-0549/2025,,B10-0549/2025,,,,618,22
182144,2025-11-27,B10-0550/2025,,B10-0550/2025,,,,618,22
182146,2025-11-27,,,§ 11,,,,618,22
182147,2025-11-27,,,§ 11,,,,618,22
182149,2025-11-27,,,§ 12,,,,618,22
182150,2025-11-27,,,§ 12,,,,618,22
182151,2025-11-27 12:18:26,A10-0211/2025,,Rosa Estaràs Ferragut - § 14,258,321,21,18,22
182153,2025-11-27 12:18:42,A10-0211/2025,,Rosa Estaràs Ferragut - § 17/1,515,21,74,8,22
182154,2025-11-27 12:18:53,A10-0211/2025,,Rosa Estaràs Ferragut - § 17/2,364,221,20,13,22
182155,2025-11-27 12:19:05,A10-0211/2025,,Rosa Estaràs Ferragut - § 17/3,367,214,23,14,22
182157,2025-11-27 12:19:42,A10-0211/2025,,Rosa Estaràs Ferragut - § 18/1,483,39,86,10,22
182158,2025-11-27 12:19:53,A10-0211/2025,,Rosa Estaràs Ferragut - § 18/2,483,74,50,11,22
182159,2025-11-27 12:20:08,A10-0211/2025,,Rosa Estaràs Ferragut - § 20,403,159,34,22,22
182161,2025-11-27 12:20:23,A10-0211/2025,,Rosa Estaràs Ferragut - § 23/1,502,41,60,15,22
182162,2025-11-27 12:20:34,A10-0211/2025,,Rosa Estaràs Ferragut - § 23/2,413,100,91,14,22
182164,2025-11-27 12:20:48,A10-0211/2025,,Rosa Estaràs Ferragut - § 24/1,509,23,77,9,22
182165,2025-11-27 12:21:00,A10-0211/2025,,Rosa Estaràs Ferragut - § 24/2,330,244,27,17,22
182166,2025-11-27 12:21:13,A10-0211/2025,,Rosa Estaràs Ferragut - § 24/3,487,75,44,12,22
182167,2025-11-27 12:21:26,A10-0211/2025,,Rosa Estaràs Ferragut - § 26,299,237,73,9,22
182169,2025-11-27 12:21:49,A10-0211/2025,,Rosa Estaràs Ferragut - § 47/1,548,11,51,8,22
182170,2025-11-27 12:22:01,A10-0211/2025,,Rosa Estaràs Ferragut - § 47/2,365,224,13,16,22
182172,2025-11-27 12:22:14,A10-0211/2025,,Rosa Estaràs Ferragut - § 60/1,488,74,48,8,22
182173,2025-11-27 12:22:26,A10-0211/2025,,Rosa Estaràs Ferragut - § 60/2,385,168,50,15,22
182175,2025-11-27 12:22:38,A10-0211/2025,,Rosa Estaràs Ferragut - § 63/1,528,18,63,9,22
182176,2025-11-27 12:22:51,A10-0211/2025,,Rosa Estaràs Ferragut - § 63/2,413,125,65,15,22
182178,2025-11-27 12:23:05,A10-0211/2025,,Rosa Estaràs Ferragut - § 68/1,514,60,37,7,22
182179,2025-11-27 12:23:16,A10-0211/2025,,Rosa Estaràs Ferragut - § 68/2,348,151,108,11,22
182181,2025-11-27 12:23:29,A10-0211/2025,,Rosa Estaràs Ferragut - § 77/1,538,19,52,9,22
182182,2025-11-27 12:23:41,A10-0211/2025,,Rosa Estaràs Ferragut - § 77/2,484,48,69,17,22
182184,2025-11-27,,,§ 86,,,,618,22
182185,2025-11-27,,,§ 86,,,,618,22
182186,2025-11-27 12:24:14,A10-0211/2025,,Rosa Estaràs Ferragut - § 87 - Am 1,287,259,58,14,22
182188,2025-11-27,,,§ 87,,,,618,22
182189,2025-11-27,,,§ 87,,,,618,22
182191,2025-11-27 12:24:34,A10-0211/2025,,Rosa Estaràs Ferragut - § 90/1,553,12,39,14,22
182192,2025-11-27 12:24:48,A10-0211/2025,,Rosa Estaràs Ferragut - § 90/2,417,109,69,23,22
182194,2025-11-27,,,§ 96,,,,618,22
182195,2025-11-27,,,§ 96,,,,618,22
182205,2025-11-26,,,After recital B,,,,665,21
182223,2025-11-27,,,After § 25,,,,618,22
182235,2025-11-27,B10-0517/2025,,B10-0517/2025,,,,618,22
182236,2025-11-27,B10-0519/2025,,B10-0519/2025,,,,618,22
182237,2025-11-27,B10-0533/2025,,B10-0533/2025,,,,618,22
182238,2025-11-27,B10-0539/2025,,B10-0539/2025,,,,618,22
182239,2025-11-27,B10-0540/2025,,B10-0540/2025,,,,618,22
182240,2025-11-27,B10-0542/2025,,B10-0542/2025,,,,618,22
182241,2025-11-27,B10-0543/2025,,B10-0543/2025,,,,618,22
182249,2025-11-27,B10-0509/2025,,B10-0509/2025,,,,618,22
182250,2025-11-27,B10-0526/2025,,B10-0526/2025,,,,618,22
182251,2025-11-27,B10-0528/2025,,B10-0528/2025,,,,618,22
182252,2025-11-27,B10-0529/2025,,B10-0529/2025,,,,618,22
182253,2025-11-27,B10-0531/2025,,B10-0531/2025,,,,618,22
182254,2025-11-27,B10-0535/2025,,B10-0535/2025,,,,618,22
182255,2025-11-27,B10-0541/2025,,B10-0541/2025,,,,618,22
182256,2025-11-27 12:34:30,RC-B10-0508/2025,,Après le § 19 - Am 1,263,291,26,38,22
182257,2025-11-27 12:34:44,RC-B10-0508/2025,,Proposition de résolution (ensemble du texte),519,3,57,39,22
182258,2025-11-27 12:28:06,RC-B10-0533/2025,,Après le § 1 - Am 24,323,249,14,32,22
182259,2025-11-27 12:28:20,RC-B10-0533/2025,,Après le § 9 - Am 17,272,289,32,25,22
182260,2025-11-27 12:28:35,RC-B10-0533/2025,,Après le § 9 - Am 18,211,350,30,27,22
182261,2025-11-27 12:28:47,RC-B10-0533/2025,,Après le § 9 - Am 9,206,353,30,29,22
182262,2025-11-27 12:29:00,RC-B10-0533/2025,,Après le § 9 - Am 10,206,365,16,31,22
182263,2025-11-27 12:29:13,RC-B10-0533/2025,,Après le § 9 - Am 11,200,384,6,28,22
182264,2025-11-27 12:29:26,RC-B10-0533/2025,,Après le § 9 - Am 12,316,260,14,28,22
182265,2025-11-27 12:29:39,RC-B10-0533/2025,,Après le § 9 - Am 13,99,395,96,28,22
182266,2025-11-27 12:29:52,RC-B10-0533/2025,,Après le § 9 - Am 14,94,475,19,30,22
182267,2025-11-27 12:30:04,RC-B10-0533/2025,,Après le § 9 - Am 15,233,330,30,25,22
182268,2025-11-27 12:30:18,RC-B10-0533/2025,,§ 10 - Am 19,393,109,84,32,22
182269,2025-11-27 12:30:31,RC-B10-0533/2025,,§ 10 - Am 25,212,362,14,30,22
182270,2025-11-27 12:30:43,RC-B10-0533/2025,,Après le § 19 - Am 4,183,386,12,37,22
182271,2025-11-27 12:30:57,RC-B10-0533/2025,,Après le § 19 - Am 26,218,356,10,34,22
182272,2025-11-27 12:31:08,RC-B10-0533/2025,,§ 20 - Am 27,187,398,2,31,22
182273,2025-11-27 12:31:20,RC-B10-0533/2025,,Après le § 21 - Am 5,191,380,16,31,22
182275,2025-11-27,,,§ 22,,,,618,22
182276,2025-11-27 12:31:46,RC-B10-0533/2025,,§ 22/2,478,68,45,27,22
182277,2025-11-27,,,§ 22,,,,618,22
182278,2025-11-27 12:32:02,RC-B10-0533/2025,,§ 22/4,405,68,115,30,22
182279,2025-11-27 12:32:15,RC-B10-0533/2025,,Après le § 26 - Am 2= 20=,293,197,94,34,22
182280,2025-11-27 12:32:28,RC-B10-0533/2025,,Après le considérant A - Am 6,114,312,166,26,22
182281,2025-11-27 12:32:40,RC-B10-0533/2025,,Après le considérant B - Am 7,70,379,143,26,22
182282,2025-11-27 12:32:51,RC-B10-0533/2025,,Après le considérant B - Am 8,54,380,154,30,22
182283,2025-11-27 12:33:03,RC-B10-0533/2025,,Après le considérant D - Am 3,190,374,16,38,22
182284,2025-11-27 12:33:17,RC-B10-0533/2025,,Après le considérant D - Am 21,213,356,13,36,22
182285,2025-11-27 12:33:29,RC-B10-0533/2025,,Après le considérant E - Am 22,174,393,13,38,22
182286,2025-11-27 12:33:40,RC-B10-0533/2025,,Après le considérant E - Am 23,221,365,4,28,22
182287,2025-11-27 12:33:52,RC-B10-0533/2025,,Après le considérant F - Am 16,262,285,42,29,22
182288,2025-11-27 12:34:09,RC-B10-0533/2025,,Proposition de résolution (ensemble du texte),503,32,52,31,22
182290,2025-11-27 12:05:40,RC-B10-0518/2025,,§ 1,531,2,63,22,22
182291,2025-11-27 12:05:51,RC-B10-0518/2025,,§ 2,525,14,57,22,22
182292,2025-11-27 12:06:03,RC-B10-0518/2025,,Après le § 7 - Am 1,246,317,31,24,22
182293,2025-11-27 12:06:16,RC-B10-0518/2025,,Proposition de résolution (ensemble du texte),464,58,75,21,22
182295,2025-11-27,B10-0518/2025,,B10-0518/2025,,,,618,22
182296,2025-11-27,B10-0520/2025,,B10-0520/2025,,,,618,22
182297,2025-11-27,B10-0522/2025,,B10-0522/2025,,,,618,22
182298,2025-11-27,B10-0525/2025,,B10-0525/2025,,,,618,22
182299,2025-11-27,B10-0532/2025,,B10-0532/2025,,,,618,22
182300,2025-11-27,B10-0536/2025,,B10-0536/2025,,,,618,22
182301,2025-11-27,B10-0537/2025,,B10-0537/2025,,,,618,22
182302,2025-11-27,B10-0538/2025,,B10-0538/2025,,,,618,22
182304,2025-11-27,,,After § 7,,,,618,22
182305,2025-11-27 12:03:55,RC-B10-0514/2025,,Proposition de résolution (ensemble du texte),539,0,27,52,22
182307,2025-11-27,B10-0514/2025,,B10-0514/2025,,,,618,22
182308,2025-11-27,B10-0515/2025,,B10-0515/2025,,,,618,22
182309,2025-11-27,B10-0524/2025,,B10-0524/2025,,,,618,22
182310,2025-11-27,B10-0527/2025,,B10-0527/2025,,,,618,22
182311,2025-11-27,B10-0530/2025,,B10-0530/2025,,,,618,22
182312,2025-11-27,B10-0534/2025,,B10-0534/2025,,,,618,22
182313,2025-11-27 12:04:23,RC-B10-0528/2025,,Après le § 5 - Am 3,79,493,9,37,22
182314,2025-11-27 12:04:39,RC-B10-0528/2025,,Après le § 9 - Am 4,46,459,77,36,22
182315,2025-11-27 12:04:51,RC-B10-0528/2025,,Après le considérant D - Am 1,150,388,45,35,22
182316,2025-11-27 12:05:02,RC-B10-0528/2025,,Après le considérant D - Am 2,110,457,20,31,22
182317,2025-11-27 12:05:15,RC-B10-0528/2025,,Proposition de résolution (ensemble du texte),549,7,31,31,22
182318,2025-11-27 12:35:11,RC-B10-0545/2025,,Après le § 1 - Am 3,122,391,63,42,22
182319,2025-11-27 12:35:24,RC-B10-0545/2025,,Après le § 1 - Am 6,89,441,47,41,22
182320,2025-11-27 12:35:34,RC-B10-0545/2025,,Après le § 1 - Am 7,84,441,51,42,22
182321,2025-11-27 12:35:46,RC-B10-0545/2025,,Après le § 1 - Am 8,110,375,82,51,22
182322,2025-11-27 12:35:57,RC-B10-0545/2025,,Après le § 1 - Am 9,145,390,42,41,22
182323,2025-11-27 12:36:09,RC-B10-0545/2025,,Après le § 1 - Am 10,127,395,56,40,22
182324,2025-11-27 12:36:20,RC-B10-0545/2025,,Après le § 1 - Am 11,88,426,60,44,22
182325,2025-11-27 12:36:32,RC-B10-0545/2025,,Après le § 1 - Am 12,158,380,42,38,22
182326,2025-11-27 12:36:45,RC-B10-0545/2025,,§ 2 - Am 2,121,404,36,57,22
182327,2025-11-27 12:36:57,RC-B10-0545/2025,,§ 2 - Am 13,85,443,46,44,22
182329,2025-11-27 12:37:14,RC-B10-0545/2025,,§ 2/1,549,20,9,40,22
182330,2025-11-27,,,§ 2,,,,618,22
182331,2025-11-27,,,§ 2,,,,618,22
182332,2025-11-27 12:37:36,RC-B10-0545/2025,,Après le § 2 - Am 14,47,459,68,44,22
182333,2025-11-27 12:37:49,RC-B10-0545/2025,,§ 4,470,42,61,45,22
182335,2025-11-27,,,§ 5,,,,618,22
182336,2025-11-27 12:38:11,RC-B10-0545/2025,,§ 5/2,418,105,45,50,22
182337,2025-11-27 12:38:24,RC-B10-0545/2025,,§ 6,454,41,67,56,22
182339,2025-11-27 12:38:42,RC-B10-0545/2025,,§ 7/1,431,122,18,47,22
182340,2025-11-27 12:38:55,RC-B10-0545/2025,,§ 7/2,460,80,22,56,22
182343,2025-11-27 12:39:11,RC-B10-0545/2025,,§ 8/1,490,44,32,52,22
182344,2025-11-27 12:39:22,RC-B10-0545/2025,,§ 8/2,460,72,34,52,22
182345,2025-11-27 12:39:33,RC-B10-0545/2025,,§ 8/3,503,37,29,49,22
182346,2025-11-27 12:39:46,RC-B10-0545/2025,,§ 10,440,56,65,57,22
182347,2025-11-27 12:40:00,RC-B10-0545/2025,,Après le § 11 - Am 4,163,364,39,52,22
182349,2025-11-27,,,Recital A,,,,618,22
182350,2025-11-27,,,Recital A,,,,618,22
182351,2025-11-27 12:40:23,RC-B10-0545/2025,,Après le considérant A - Am 5,111,440,22,45,22
182352,2025-11-27 12:40:37,RC-B10-0545/2025,,Après le considérant B - Am 1,130,373,63,52,22
182353,2025-11-27 12:40:52,RC-B10-0545/2025,,Proposition de résolution (ensemble du texte),401,70,90,57,22
182382,2025-12-18,,,After § 4,,,,595,14
182388,2025-12-18 12:20:25,A10-0236/2025,,Ton Diepeveen - Proposition de résolution (ensemble du texte),450,93,37,15,14
182397,2025-12-16,,,"Article 2, § 1, after point 11",,,,667,11
182398,2025-12-16,,,"Article 2, § 1, after point 11",,,,667,11
182407,2025-12-16,,,Article 3 – after § 2,,,,667,11
182409,2025-12-16,,,Article 4 – § 1,,,,667,11
182411,2025-12-16,,,Article 4 – § 3,,,,667,11
182413,2025-12-16,,,Article 4 – after § 3,,,,667,11
182420,2025-12-16,,,Article 6 – § 3,,,,667,11
182427,2025-12-16,,,Article 7 – § 10,,,,667,11
182431,2025-12-16,,,Article 9 – § 5,,,,667,11
182433,2025-12-16,,,Article 9 – § 8,,,,667,11
