date,code,reference,name,baseurl,extensions
2016-06-28,VOT,P8_PV(2016)06-28(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/06-28/liste_presence/P8_PV(2016)06-28(VOT)_EN,pdf|docx
2016-10-25,VOT,P8_PV-PROV(2016)10-25(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/10-25/pv_provisoire/P8_PV-PROV(2016)10-25(VOT)_EN,pdf|docx
2016-10-06,VOT,P8_PV-PROV(2016)10-06(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/10-06/pv_provisoire/P8_PV-PROV(2016)10-06(VOT)_EN,pdf|docx
2016-10-05,VOT,P8_PV-PROV(2016)10-05(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/10-05/pv_provisoire/P8_PV-PROV(2016)10-05(VOT)_EN,pdf|docx
2016-06-23,VOT,P8_PV(2016)06-23(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/06-23/liste_presence/P8_PV(2016)06-23(VOT)_EN,pdf|docx
2016-06-09,VOT,P8_PV(2016)06-09(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/06-09/liste_presence/P8_PV(2016)06-09(VOT)_EN,pdf|docx
2016-10-04,VOT,P8_PV-PROV(2016)10-04(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/10-04/pv_provisoire/P8_PV-PROV(2016)10-04(VOT)_EN,pdf|docx
2016-09-15,VOT,P8_PV-PROV(2016)09-15(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/09-15/pv_provisoire/P8_PV-PROV(2016)09-15(VOT)_EN,pdf|docx
2016-09-14,VOT,P8_PV-PROV(2016)09-14(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/09-14/pv_provisoire/P8_PV-PROV(2016)09-14(VOT)_EN,pdf|docx
2016-06-08,VOT,P8_PV(2016)06-08(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/06-08/liste_presence/P8_PV(2016)06-08(VOT)_EN,docx
2016-06-07,VOT,P8_PV(2016)06-07(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/06-07/liste_presence/P8_PV(2016)06-07(VOT)_EN,pdf|docx
2016-05-26,VOT,P8_PV(2016)05-26(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/05-26/liste_presence/P8_PV(2016)05-26(VOT)_EN,pdf|docx
2016-09-13,VOT,P8_PV-PROV(2016)09-13(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/09-13/pv_provisoire/P8_PV-PROV(2016)09-13(VOT)_EN,pdf|docx
2016-07-07,VOT,P8_PV-PROV(2016)07-07(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/07-07/pv_provisoire/P8_PV-PROV(2016)07-07(VOT)_EN,pdf|docx
2016-07-06,VOT,P8_PV-PROV(2016)07-06(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/07-06/pv_provisoire/P8_PV-PROV(2016)07-06(VOT)_EN,pdf|docx
2016-05-12,VOT,P8_PV(2016)05-12(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/05-12/liste_presence/P8_PV(2016)05-12(VOT)_EN,pdf|docx
2016-05-11,VOT,P8_PV(2016)05-11(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/05-11/liste_presence/P8_PV(2016)05-11(VOT)_EN,pdf|docx
2016-07-05,VOT,P8_PV-PROV(2016)07-05(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/07-05/pv_provisoire/P8_PV-PROV(2016)07-05(VOT)_EN,pdf|docx
2016-06-28,VOT,P8_PV-PROV(2016)06-28(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/06-28/pv_provisoire/P8_PV-PROV(2016)06-28(VOT)_EN,pdf|docx
2016-06-23,VOT,P8_PV-PROV(2016)06-23(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/06-23/pv_provisoire/P8_PV-PROV(2016)06-23(VOT)_EN,pdf|docx
2016-05-10,VOT,P8_PV(2016)05-10(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/05-10/liste_presence/P8_PV(2016)05-10(VOT)_EN,pdf|docx
2016-04-28,VOT,P8_PV(2016)04-28(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/04-28/liste_presence/P8_PV(2016)04-28(VOT)_EN,pdf|docx
2016-04-14,VOT,P8_PV(2016)04-14(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/04-14/liste_presence/P8_PV(2016)04-14(VOT)_EN,pdf|docx
2016-06-09,VOT,P8_PV-PROV(2016)06-09(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/06-09/pv_provisoire/P8_PV-PROV(2016)06-09(VOT)_EN,pdf|docx
2016-06-08,VOT,P8_PV-PROV(2016)06-08(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/06-08/pv_provisoire/P8_PV-PROV(2016)06-08(VOT)_EN,pdf|docx
2016-04-13,VOT,P8_PV(2016)04-13(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/04-13/liste_presence/P8_PV(2016)04-13(VOT)_EN,pdf|docx
2016-04-12,VOT,P8_PV(2016)04-12(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/04-12/liste_presence/P8_PV(2016)04-12(VOT)_EN,pdf|docx
2016-06-07,VOT,P8_PV-PROV(2016)06-07(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/06-07/pv_provisoire/P8_PV-PROV(2016)06-07(VOT)_EN,pdf|docx
2016-05-26,VOT,P8_PV-PROV(2016)05-26(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/05-26/pv_provisoire/P8_PV-PROV(2016)05-26(VOT)_EN,pdf|docx
2016-03-10,VOT,P8_PV(2016)03-10(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/03-10/liste_presence/P8_PV(2016)03-10(VOT)_EN,pdf|docx
2016-03-09,VOT,P8_PV(2016)03-09(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/03-09/liste_presence/P8_PV(2016)03-09(VOT)_EN,pdf|docx
2016-03-08,VOT,P8_PV(2016)03-08(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/03-08/liste_presence/P8_PV(2016)03-08(VOT)_EN,pdf|docx
2016-02-25,VOT,P8_PV(2016)02-25(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/02-25/liste_presence/P8_PV(2016)02-25(VOT)_EN,pdf|docx
2016-05-12,VOT,P8_PV-PROV(2016)05-12(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/05-12/pv_provisoire/P8_PV-PROV(2016)05-12(VOT)_EN,pdf|docx
2016-05-11,VOT,P8_PV-PROV(2016)05-11(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/05-11/pv_provisoire/P8_PV-PROV(2016)05-11(VOT)_EN,pdf|docx
2016-05-10,VOT,P8_PV-PROV(2016)05-10(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/05-10/pv_provisoire/P8_PV-PROV(2016)05-10(VOT)_EN,pdf|docx
2016-02-04,VOT,P8_PV(2016)02-04(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/02-04/liste_presence/P8_PV(2016)02-04(VOT)_EN,pdf|docx
2016-02-03,VOT,P8_PV(2016)02-03(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/02-03/liste_presence/P8_PV(2016)02-03(VOT)_EN,pdf|docx
2016-04-28,VOT,P8_PV-PROV(2016)04-28(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/04-28/pv_provisoire/P8_PV-PROV(2016)04-28(VOT)_EN,pdf|docx
2016-04-14,VOT,P8_PV-PROV(2016)04-14(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/04-14/pv_provisoire/P8_PV-PROV(2016)04-14(VOT)_EN,pdf|docx
2016-02-02,VOT,P8_PV(2016)02-02(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/02-02/liste_presence/P8_PV(2016)02-02(VOT)_EN,pdf|docx
2016-01-21,VOT,P8_PV(2016)01-21(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/01-21/liste_presence/P8_PV(2016)01-21(VOT)_EN,pdf|docx
2016-04-13,VOT,P8_PV-PROV(2016)04-13(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/04-13/pv_provisoire/P8_PV-PROV(2016)04-13(VOT)_EN,pdf|docx
2016-04-12,VOT,P8_PV-PROV(2016)04-12(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/04-12/pv_provisoire/P8_PV-PROV(2016)04-12(VOT)_EN,pdf|docx
2016-03-10,VOT,P8_PV-PROV(2016)03-10(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/03-10/pv_provisoire/P8_PV-PROV(2016)03-10(VOT)_EN,pdf|docx
2016-01-20,VOT,P8_PV(2016)01-20(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/01-20/liste_presence/P8_PV(2016)01-20(VOT)_EN,pdf|docx
2016-01-19,VOT,P8_PV(2016)01-19(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/01-19/liste_presence/P8_PV(2016)01-19(VOT)_EN,pdf|docx
2015-12-17,VOT,P8_PV(2015)12-17(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/12-17/liste_presence/P8_PV(2015)12-17(VOT)_EN,pdf|docx
2016-03-09,VOT,P8_PV-PROV(2016)03-09(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/03-09/pv_provisoire/P8_PV-PROV(2016)03-09(VOT)_EN,pdf|docx
2016-03-08,VOT,P8_PV-PROV(2016)03-08(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/03-08/pv_provisoire/P8_PV-PROV(2016)03-08(VOT)_EN,pdf|docx
2016-02-25,VOT,P8_PV-PROV(2016)02-25(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/02-25/pv_provisoire/P8_PV-PROV(2016)02-25(VOT)_EN,pdf|docx
2015-12-16,VOT,P8_PV(2015)12-16(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/12-16/liste_presence/P8_PV(2015)12-16(VOT)_EN,pdf|docx
2015-12-15,VOT,P8_PV(2015)12-15(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/12-15/liste_presence/P8_PV(2015)12-15(VOT)_EN,pdf|docx
2015-12-02,VOT,P8_PV(2015)12-02(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/12-02/liste_presence/P8_PV(2015)12-02(VOT)_EN,pdf|docx
2016-02-04,VOT,P8_PV-PROV(2016)02-04(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/02-04/pv_provisoire/P8_PV-PROV(2016)02-04(VOT)_EN,pdf|docx
2016-02-03,VOT,P8_PV-PROV(2016)02-03(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/02-03/pv_provisoire/P8_PV-PROV(2016)02-03(VOT)_EN,pdf|docx
2016-02-02,VOT,P8_PV-PROV(2016)02-02(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/02-02/pv_provisoire/P8_PV-PROV(2016)02-02(VOT)_EN,pdf|docx
2015-11-26,VOT,P8_PV(2015)11-26(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/11-26/liste_presence/P8_PV(2015)11-26(VOT)_EN,pdf|docx
2015-11-25,VOT,P8_PV(2015)11-25(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/11-25/liste_presence/P8_PV(2015)11-25(VOT)_EN,pdf|docx
2016-01-21,VOT,P8_PV-PROV(2016)01-21(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/01-21/pv_provisoire/P8_PV-PROV(2016)01-21(VOT)_EN,pdf|docx
2016-01-20,VOT,P8_PV-PROV(2016)01-20(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/01-20/pv_provisoire/P8_PV-PROV(2016)01-20(VOT)_EN,pdf|docx
2016-01-19,VOT,P8_PV-PROV(2016)01-19(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/01-19/pv_provisoire/P8_PV-PROV(2016)01-19(VOT)_EN,pdf|docx
2015-11-24,VOT,P8_PV(2015)11-24(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/11-24/liste_presence/P8_PV(2015)11-24(VOT)_EN,pdf|docx
2015-11-11,VOT,P8_PV(2015)11-11(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/11-11/liste_presence/P8_PV(2015)11-11(VOT)_EN,pdf|docx
2015-12-17,VOT,P8_PV-PROV(2015)12-17(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/12-17/pv_provisoire/P8_PV-PROV(2015)12-17(VOT)_EN,pdf|docx
2015-12-16,VOT,P8_PV-PROV(2015)12-16(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/12-16/pv_provisoire/P8_PV-PROV(2015)12-16(VOT)_EN,pdf|docx
2015-10-29,VOT,P8_PV(2015)10-29(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/10-29/liste_presence/P8_PV(2015)10-29(VOT)_EN,docx
2015-10-28,VOT,P8_PV(2015)10-28(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/10-28/liste_presence/P8_PV(2015)10-28(VOT)_EN,pdf|docx
2015-12-15,VOT,P8_PV-PROV(2015)12-15(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/12-15/pv_provisoire/P8_PV-PROV(2015)12-15(VOT)_EN,pdf|docx
2015-12-02,VOT,P8_PV-PROV(2015)12-02(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/12-02/pv_provisoire/P8_PV-PROV(2015)12-02(VOT)_EN,pdf|docx
2015-10-27,VOT,P8_PV(2015)10-27(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/10-27/liste_presence/P8_PV(2015)10-27(VOT)_EN,pdf|docx
2015-10-14,VOT,P8_PV(2015)10-14(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/10-14/liste_presence/P8_PV(2015)10-14(VOT)_EN,pdf|docx
2015-11-26,VOT,P8_PV-PROV(2015)11-26(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/11-26/pv_provisoire/P8_PV-PROV(2015)11-26(VOT)_EN,pdf|docx
2015-11-25,VOT,P8_PV-PROV(2015)11-25(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/11-25/pv_provisoire/P8_PV-PROV(2015)11-25(VOT)_EN,pdf|docx
2015-11-24,VOT,P8_PV-PROV(2015)11-24(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/11-24/pv_provisoire/P8_PV-PROV(2015)11-24(VOT)_EN,pdf|docx
2015-10-08,VOT,P8_PV(2015)10-08(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/10-08/liste_presence/P8_PV(2015)10-08(VOT)_EN,pdf|docx
2015-10-07,VOT,P8_PV(2015)10-07(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/10-07/liste_presence/P8_PV(2015)10-07(VOT)_EN,pdf|docx
2015-10-06,VOT,P8_PV(2015)10-06(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/10-06/liste_presence/P8_PV(2015)10-06(VOT)_EN,pdf|docx
2015-11-11,VOT,P8_PV-PROV(2015)11-11(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/11-11/pv_provisoire/P8_PV-PROV(2015)11-11(VOT)_EN,pdf|docx
2015-10-29,VOT,P8_PV-PROV(2015)10-29(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/10-29/pv_provisoire/P8_PV-PROV(2015)10-29(VOT)_EN,pdf|docx
2015-10-28,VOT,P8_PV-PROV(2015)10-28(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/10-28/pv_provisoire/P8_PV-PROV(2015)10-28(VOT)_EN,pdf|docx
2015-09-17,VOT,P8_PV(2015)09-17(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/09-17/liste_presence/P8_PV(2015)09-17(VOT)_EN,pdf|docx
2015-09-16,VOT,P8_PV(2015)09-16(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/09-16/liste_presence/P8_PV(2015)09-16(VOT)_EN,pdf|docx
2015-10-27,VOT,P8_PV-PROV(2015)10-27(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/10-27/pv_provisoire/P8_PV-PROV(2015)10-27(VOT)_EN,pdf|docx
2015-10-14,VOT,P8_PV-PROV(2015)10-14(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/10-14/pv_provisoire/P8_PV-PROV(2015)10-14(VOT)_EN,pdf|docx
2015-10-08,VOT,P8_PV-PROV(2015)10-08(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/10-08/pv_provisoire/P8_PV-PROV(2015)10-08(VOT)_EN,pdf|docx
2015-10-07,VOT,P8_PV-PROV(2015)10-07(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/10-07/pv_provisoire/P8_PV-PROV(2015)10-07(VOT)_EN,pdf|docx
2015-09-10,VOT,P8_PV(2015)09-10(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/09-10/liste_presence/P8_PV(2015)09-10(VOT)_EN,pdf|docx
2015-09-09,VOT,P8_PV(2015)09-09(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/09-09/liste_presence/P8_PV(2015)09-09(VOT)_EN,pdf|docx
2015-10-06,VOT,P8_PV-PROV(2015)10-06(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/10-06/pv_provisoire/P8_PV-PROV(2015)10-06(VOT)_EN,pdf|docx
2015-09-17,VOT,P8_PV-PROV(2015)09-17(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/09-17/pv_provisoire/P8_PV-PROV(2015)09-17(VOT)_EN,pdf|docx
2015-09-08,VOT,P8_PV(2015)09-08(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/09-08/liste_presence/P8_PV(2015)09-08(VOT)_EN,docx
2015-07-09,VOT,P8_PV(2015)07-09(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/07-09/liste_presence/P8_PV(2015)07-09(VOT)_EN,pdf|docx
2015-09-16,VOT,P8_PV-PROV(2015)09-16(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/09-16/pv_provisoire/P8_PV-PROV(2015)09-16(VOT)_EN,pdf|docx
2015-09-10,VOT,P8_PV-PROV(2015)09-10(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/09-10/pv_provisoire/P8_PV-PROV(2015)09-10(VOT)_EN,pdf|docx
2015-09-09,VOT,P8_PV-PROV(2015)09-09(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/09-09/pv_provisoire/P8_PV-PROV(2015)09-09(VOT)_EN,pdf|docx
2015-09-08,VOT,P8_PV-PROV(2015)09-08(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/09-08/pv_provisoire/P8_PV-PROV(2015)09-08(VOT)_EN,pdf|docx
2015-07-09,VOT,P8_PV-PROV(2015)07-09(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/07-09/pv_provisoire/P8_PV-PROV(2015)07-09(VOT)_EN,pdf|docx
2015-07-08,VOT,P8_PV(2015)07-08(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/07-08/liste_presence/P8_PV(2015)07-08(VOT)_EN,pdf|docx
2015-07-07,VOT,P8_PV(2015)07-07(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/07-07/liste_presence/P8_PV(2015)07-07(VOT)_EN,pdf|docx
2015-07-08,VOT,P8_PV-PROV(2015)07-08(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/07-08/pv_provisoire/P8_PV-PROV(2015)07-08(VOT)_EN,pdf|docx
2015-07-07,VOT,P8_PV-PROV(2015)07-07(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/07-07/pv_provisoire/P8_PV-PROV(2015)07-07(VOT)_EN,pdf|docx
2015-06-24,VOT,P8_PV-PROV(2015)06-24(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/06-24/pv_provisoire/P8_PV-PROV(2015)06-24(VOT)_EN,pdf|docx
2015-06-11,VOT,P8_PV-PROV(2015)06-11(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/06-11/pv_provisoire/P8_PV-PROV(2015)06-11(VOT)_EN,pdf|docx
2015-06-10,VOT,P8_PV-PROV(2015)06-10(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/06-10/pv_provisoire/P8_PV-PROV(2015)06-10(VOT)_EN,pdf|docx
2015-06-24,VOT,P8_PV(2015)06-24(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/06-24/liste_presence/P8_PV(2015)06-24(VOT)_EN,pdf|docx
2015-06-11,VOT,P8_PV(2015)06-11(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/06-11/liste_presence/P8_PV(2015)06-11(VOT)_EN,pdf|docx
2015-06-10,VOT,P8_PV(2015)06-10(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/06-10/liste_presence/P8_PV(2015)06-10(VOT)_EN,pdf|docx
2015-06-09,VOT,P8_PV-PROV(2015)06-09(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/06-09/pv_provisoire/P8_PV-PROV(2015)06-09(VOT)_EN,pdf|docx
2015-05-27,VOT,P8_PV-PROV(2015)05-27(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/05-27/pv_provisoire/P8_PV-PROV(2015)05-27(VOT)_EN,pdf|docx
2015-05-21,VOT,P8_PV-PROV(2015)05-21(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/05-21/pv_provisoire/P8_PV-PROV(2015)05-21(VOT)_EN,pdf|docx
2015-05-20,VOT,P8_PV-PROV(2015)05-20(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/05-20/pv_provisoire/P8_PV-PROV(2015)05-20(VOT)_EN,pdf|docx
2015-06-09,VOT,P8_PV(2015)06-09(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/06-09/liste_presence/P8_PV(2015)06-09(VOT)_EN,pdf|docx
2015-05-19,VOT,P8_PV-PROV(2015)05-19(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/05-19/pv_provisoire/P8_PV-PROV(2015)05-19(VOT)_EN,pdf|docx
2015-04-30,VOT,P8_PV-PROV(2015)04-30(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/04-30/pv_provisoire/P8_PV-PROV(2015)04-30(VOT)_EN,pdf|docx
2015-04-29,VOT,P8_PV-PROV(2015)04-29(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/04-29/pv_provisoire/P8_PV-PROV(2015)04-29(VOT)_EN,pdf|docx
2015-04-28,VOT,P8_PV-PROV(2015)04-28(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/04-28/pv_provisoire/P8_PV-PROV(2015)04-28(VOT)_EN,pdf|docx
