date,code,status,reference,name,baseurl,extensions
2017-06-14,RCV,final,P8_PV(2017)06-14(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 14 juin 2017",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2017/06-14/liste_presence/P8_PV(2017)06-14(RCV)_XC,pdf|xml|docx
2017-06-13,RCV,final,P8_PV(2017)06-13(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 13 juin 2017",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2017/06-13/liste_presence/P8_PV(2017)06-13(RCV)_XC,pdf|xml|docx
2017-06-01,RCV,final,P8_PV(2017)06-01(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 01 juin 2017",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2017/06-01/liste_presence/P8_PV(2017)06-01(RCV)_XC,pdf|xml|docx
2017-05-18,RCV,final,P8_PV(2017)05-18(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 18 mai 2017",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2017/05-18/liste_presence/P8_PV(2017)05-18(RCV)_XC,pdf|xml|docx
2017-05-17,RCV,final,P8_PV(2017)05-17(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 17 mai 2017",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2017/05-17/liste_presence/P8_PV(2017)05-17(RCV)_XC,pdf|xml|docx
2017-05-16,RCV,final,P8_PV(2017)05-16(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 16 mai 2017",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2017/05-16/liste_presence/P8_PV(2017)05-16(RCV)_XC,pdf|xml|docx
2017-04-27,RCV,final,P8_PV(2017)04-27(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 27 avril 2017",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2017/04-27/liste_presence/P8_PV(2017)04-27(RCV)_XC,pdf|xml|docx
2017-04-26,RCV,final,P8_PV(2017)04-26(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 26 avril 2017",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2017/04-26/liste_presence/P8_PV(2017)04-26(RCV)_XC,pdf|xml|docx
2017-04-06,RCV,final,P8_PV(2017)04-06(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 06 avril 2017",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2017/04-06/liste_presence/P8_PV(2017)04-06(RCV)_XC,pdf|xml|docx
2017-04-05,RCV,final,P8_PV(2017)04-05(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 05 avril 2017",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2017/04-05/liste_presence/P8_PV(2017)04-05(RCV)_XC,pdf|xml|docx
2017-04-04,RCV,final,P8_PV(2017)04-04(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 04 avril 2017",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2017/04-04/liste_presence/P8_PV(2017)04-04(RCV)_XC,pdf|xml|docx
2017-04-03,RCV,final,P8_PV(2017)04-03(RCV),"Procès-verbal- Votes par appel nominal - Lundi, 03 avril 2017",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2017/04-03/liste_presence/P8_PV(2017)04-03(RCV)_XC,pdf|xml|docx
2017-03-16,RCV,final,P8_PV(2017)03-16(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 16 mars 2017",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2017/03-16/liste_presence/P8_PV(2017)03-16(RCV)_XC,pdf|xml|docx
2017-03-15,RCV,final,P8_PV(2017)03-15(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 15 mars 2017",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2017/03-15/liste_presence/P8_PV(2017)03-15(RCV)_XC,pdf|xml|docx
2017-03-14,RCV,final,P8_PV(2017)03-14(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 14 mars 2017",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2017/03-14/liste_presence/P8_PV(2017)03-14(RCV)_XC,pdf|xml|docx
2017-03-13,RCV,final,P8_PV(2017)03-13(RCV),"Procès-verbal- Votes par appel nominal - Lundi, 13 mars 2017",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2017/03-13/liste_presence/P8_PV(2017)03-13(RCV)_XC,pdf|xml|docx
2017-03-02,RCV,final,P8_PV(2017)03-02(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 02 mars 2017",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2017/03-02/liste_presence/P8_PV(2017)03-02(RCV)_XC,pdf|xml|docx
2017-02-16,RCV,final,P8_PV(2017)02-16(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 16 février 2017",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2017/02-16/liste_presence/P8_PV(2017)02-16(RCV)_XC,pdf|xml|docx
2017-02-15,RCV,final,P8_PV(2017)02-15(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 15 février 2017",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2017/02-15/liste_presence/P8_PV(2017)02-15(RCV)_XC,pdf|xml|docx
2017-02-14,RCV,final,P8_PV(2017)02-14(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 14 février 2017",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2017/02-14/liste_presence/P8_PV(2017)02-14(RCV)_XC,pdf|xml|docx
2017-02-02,RCV,final,P8_PV(2017)02-02(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 02 février 2017",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2017/02-02/liste_presence/P8_PV(2017)02-02(RCV)_XC,pdf|xml|docx
2017-01-19,RCV,final,P8_PV(2017)01-19(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 19 janvier 2017",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2017/01-19/liste_presence/P8_PV(2017)01-19(RCV)_XC,pdf|xml|docx
2016-12-15,RCV,final,P8_PV(2016)12-15(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 15 décembre 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/12-15/liste_presence/P8_PV(2016)12-15(RCV)_XC,pdf|xml|docx
2016-12-14,RCV,final,P8_PV(2016)12-14(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 14 décembre 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/12-14/liste_presence/P8_PV(2016)12-14(RCV)_XC,pdf|xml|docx
2016-12-13,RCV,final,P8_PV(2016)12-13(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 13 décembre 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/12-13/liste_presence/P8_PV(2016)12-13(RCV)_XC,pdf|xml|docx
2016-12-01,RCV,final,P8_PV(2016)12-01(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 01 décembre 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/12-01/liste_presence/P8_PV(2016)12-01(RCV)_XC,pdf|xml|docx
2016-11-24,RCV,final,P8_PV(2016)11-24(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 24 novembre 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/11-24/liste_presence/P8_PV(2016)11-24(RCV)_XC,pdf|xml|docx
2016-11-23,RCV,final,P8_PV(2016)11-23(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 23 novembre 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/11-23/liste_presence/P8_PV(2016)11-23(RCV)_XC,pdf|xml|docx
2016-11-22,RCV,final,P8_PV(2016)11-22(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 22 novembre 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/11-22/liste_presence/P8_PV(2016)11-22(RCV)_XC,pdf|xml|docx
2016-11-21,RCV,final,P8_PV(2016)11-21(RCV),"Procès-verbal- Votes par appel nominal - Lundi, 21 novembre 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/11-21/liste_presence/P8_PV(2016)11-21(RCV)_XC,pdf|xml|docx
2016-10-27,RCV,final,P8_PV(2016)10-27(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 27 octobre 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/10-27/liste_presence/P8_PV(2016)10-27(RCV)_XC,pdf|doc|xml
2016-10-26,RCV,final,P8_PV(2016)10-26(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 26 octobre 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/10-26/liste_presence/P8_PV(2016)10-26(RCV)_XC,pdf|doc|xml
2016-10-25,RCV,final,P8_PV(2016)10-25(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 25 octobre 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/10-25/liste_presence/P8_PV(2016)10-25(RCV)_XC,pdf|doc|xml
2016-10-06,RCV,final,P8_PV(2016)10-06(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 06 octobre 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/10-06/liste_presence/P8_PV(2016)10-06(RCV)_XC,pdf|doc|xml
2016-10-05,RCV,final,P8_PV(2016)10-05(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 05 octobre 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/10-05/liste_presence/P8_PV(2016)10-05(RCV)_XC,pdf|doc|xml
2016-10-04,RCV,final,P8_PV(2016)10-04(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 04 octobre 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/10-04/liste_presence/P8_PV(2016)10-04(RCV)_XC,pdf|doc|xml
2016-10-03,RCV,final,P8_PV(2016)10-03(RCV),"Procès-verbal- Votes par appel nominal - Lundi, 03 octobre 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/10-03/liste_presence/P8_PV(2016)10-03(RCV)_XC,pdf|doc|xml
2016-09-15,RCV,final,P8_PV(2016)09-15(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 15 septembre 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/09-15/liste_presence/P8_PV(2016)09-15(RCV)_XC,pdf|doc|xml
2016-09-14,RCV,final,P8_PV(2016)09-14(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 14 septembre 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/09-14/liste_presence/P8_PV(2016)09-14(RCV)_XC,pdf|doc|xml
2016-09-13,RCV,final,P8_PV(2016)09-13(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 13 septembre 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/09-13/liste_presence/P8_PV(2016)09-13(RCV)_XC,pdf|doc|xml
2016-09-12,RCV,final,P8_PV(2016)09-12(RCV),"Procès-verbal- Votes par appel nominal - Lundi, 12 septembre 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/09-12/liste_presence/P8_PV(2016)09-12(RCV)_XC,pdf|doc|xml
2016-07-07,RCV,final,P8_PV(2016)07-07(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 07 juillet 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/07-07/liste_presence/P8_PV(2016)07-07(RCV)_XC,pdf|doc|xml
2016-07-06,RCV,final,P8_PV(2016)07-06(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 06 juillet 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/07-06/liste_presence/P8_PV(2016)07-06(RCV)_XC,pdf|doc|xml
2016-07-05,RCV,final,P8_PV(2016)07-05(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 05 juillet 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/07-05/liste_presence/P8_PV(2016)07-05(RCV)_XC,pdf|doc|xml
2016-07-04,RCV,final,P8_PV(2016)07-04(RCV),"Procès-verbal- Votes par appel nominal - Lundi, 04 juillet 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/07-04/liste_presence/P8_PV(2016)07-04(RCV)_XC,pdf|doc|xml
2016-06-28,RCV,final,P8_PV(2016)06-28(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 28 juin 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/06-28/liste_presence/P8_PV(2016)06-28(RCV)_XC,pdf|doc|xml
2016-06-23,RCV,final,P8_PV(2016)06-23(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 23 juin 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/06-23/liste_presence/P8_PV(2016)06-23(RCV)_XC,pdf|doc|xml
2016-06-09,RCV,final,P8_PV(2016)06-09(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 09 juin 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/06-09/liste_presence/P8_PV(2016)06-09(RCV)_XC,pdf|doc|xml
2016-06-08,RCV,final,P8_PV(2016)06-08(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 08 juin 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/06-08/liste_presence/P8_PV(2016)06-08(RCV)_XC,pdf|doc|xml
2016-06-07,RCV,final,P8_PV(2016)06-07(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 07 juin 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/06-07/liste_presence/P8_PV(2016)06-07(RCV)_XC,pdf|doc|xml
2016-06-06,RCV,final,P8_PV(2016)06-06(RCV),"Procès-verbal- Votes par appel nominal - Lundi, 06 juin 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/06-06/liste_presence/P8_PV(2016)06-06(RCV)_XC,pdf|doc|xml
2016-05-26,RCV,final,P8_PV(2016)05-26(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 26 mai 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/05-26/liste_presence/P8_PV(2016)05-26(RCV)_XC,pdf|doc|xml
2016-05-25,RCV,final,P8_PV(2016)05-25(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 25 mai 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/05-25/liste_presence/P8_PV(2016)05-25(RCV)_XC,pdf|doc|xml
2016-05-10,RCV,final,P8_PV(2016)05-10(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 10 mai 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/05-10/liste_presence/P8_PV(2016)05-10(RCV)_XC,pdf|doc|xml
2016-04-28,RCV,final,P8_PV(2016)04-28(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 28 avril 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/04-28/liste_presence/P8_PV(2016)04-28(RCV)_XC,pdf|doc|xml
2016-04-14,RCV,final,P8_PV(2016)04-14(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 14 avril 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/04-14/liste_presence/P8_PV(2016)04-14(RCV)_XC,pdf|doc|xml
2016-04-13,RCV,final,P8_PV(2016)04-13(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 13 avril 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/04-13/liste_presence/P8_PV(2016)04-13(RCV)_XC,pdf|doc|xml
2016-04-12,RCV,final,P8_PV(2016)04-12(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 12 avril 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/04-12/liste_presence/P8_PV(2016)04-12(RCV)_XC,pdf|doc|xml
2016-03-10,RCV,final,P8_PV(2016)03-10(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 10 mars 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/03-10/liste_presence/P8_PV(2016)03-10(RCV)_XC,pdf|doc|xml
2016-03-09,RCV,final,P8_PV(2016)03-09(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 09 mars 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/03-09/liste_presence/P8_PV(2016)03-09(RCV)_XC,pdf|doc|xml
2016-03-08,RCV,final,P8_PV(2016)03-08(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 08 mars 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/03-08/liste_presence/P8_PV(2016)03-08(RCV)_XC,pdf|doc|xml
2016-03-07,RCV,final,P8_PV(2016)03-07(RCV),"Procès-verbal- Votes par appel nominal - Lundi, 07 mars 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/03-07/liste_presence/P8_PV(2016)03-07(RCV)_XC,pdf|doc|xml
2016-02-25,RCV,final,P8_PV(2016)02-25(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 25 février 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/02-25/liste_presence/P8_PV(2016)02-25(RCV)_XC,pdf|doc|xml
2016-02-04,RCV,final,P8_PV(2016)02-04(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 04 février 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/02-04/liste_presence/P8_PV(2016)02-04(RCV)_XC,pdf|doc|xml
2016-02-03,RCV,final,P8_PV(2016)02-03(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 03 février 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/02-03/liste_presence/P8_PV(2016)02-03(RCV)_XC,pdf|doc|xml
2016-02-02,RCV,final,P8_PV(2016)02-02(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 02 février 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/02-02/liste_presence/P8_PV(2016)02-02(RCV)_XC,pdf|doc|xml
2016-02-01,RCV,final,P8_PV(2016)02-01(RCV),"Procès-verbal- Votes par appel nominal - Lundi, 01 février 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/02-01/liste_presence/P8_PV(2016)02-01(RCV)_XC,pdf|doc|xml
2016-01-21,RCV,final,P8_PV(2016)01-21(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 21 janvier 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/01-21/liste_presence/P8_PV(2016)01-21(RCV)_XC,pdf|doc|xml
2016-01-20,RCV,final,P8_PV(2016)01-20(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 20 janvier 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/01-20/liste_presence/P8_PV(2016)01-20(RCV)_XC,pdf|doc|xml
2016-01-19,RCV,final,P8_PV(2016)01-19(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 19 janvier 2016",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2016/01-19/liste_presence/P8_PV(2016)01-19(RCV)_XC,pdf|doc|xml
2015-12-17,RCV,final,P8_PV(2015)12-17(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 17 décembre 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/12-17/liste_presence/P8_PV(2015)12-17(RCV)_XC,pdf|doc|xml
2015-12-16,RCV,final,P8_PV(2015)12-16(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 16 décembre 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/12-16/liste_presence/P8_PV(2015)12-16(RCV)_XC,pdf|doc|xml
2015-12-15,RCV,final,P8_PV(2015)12-15(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 15 décembre 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/12-15/liste_presence/P8_PV(2015)12-15(RCV)_XC,pdf|doc|xml
2015-12-02,RCV,final,P8_PV(2015)12-02(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 02 décembre 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/12-02/liste_presence/P8_PV(2015)12-02(RCV)_XC,pdf|doc|xml
2015-11-26,RCV,final,P8_PV(2015)11-26(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 26 novembre 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/11-26/liste_presence/P8_PV(2015)11-26(RCV)_XC,pdf|doc|xml
2015-11-25,RCV,final,P8_PV(2015)11-25(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 25 novembre 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/11-25/liste_presence/P8_PV(2015)11-25(RCV)_XC,pdf|doc|xml
2015-11-24,RCV,final,P8_PV(2015)11-24(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 24 novembre 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/11-24/liste_presence/P8_PV(2015)11-24(RCV)_XC,pdf|doc|xml
2015-11-11,RCV,final,P8_PV(2015)11-11(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 11 novembre 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/11-11/liste_presence/P8_PV(2015)11-11(RCV)_XC,pdf|doc|xml
2015-10-29,RCV,final,P8_PV(2015)10-29(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 29 octobre 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/10-29/liste_presence/P8_PV(2015)10-29(RCV)_XC,pdf|doc|xml
2015-10-28,RCV,final,P8_PV(2015)10-28(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 28 octobre 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/10-28/liste_presence/P8_PV(2015)10-28(RCV)_XC,pdf|doc|xml
2015-10-27,RCV,final,P8_PV(2015)10-27(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 27 octobre 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/10-27/liste_presence/P8_PV(2015)10-27(RCV)_XC,pdf|doc|xml
2015-10-14,RCV,final,P8_PV(2015)10-14(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 14 octobre 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/10-14/liste_presence/P8_PV(2015)10-14(RCV)_XC,pdf|doc|xml
2015-10-08,RCV,final,P8_PV(2015)10-08(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 08 octobre 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/10-08/liste_presence/P8_PV(2015)10-08(RCV)_XC,pdf|doc|xml
2015-10-07,RCV,final,P8_PV(2015)10-07(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 07 octobre 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/10-07/liste_presence/P8_PV(2015)10-07(RCV)_XC,pdf|doc|xml
2015-10-06,RCV,final,P8_PV(2015)10-06(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 06 octobre 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/10-06/liste_presence/P8_PV(2015)10-06(RCV)_XC,pdf|doc|xml
2015-09-17,RCV,final,P8_PV(2015)09-17(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 17 septembre 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/09-17/liste_presence/P8_PV(2015)09-17(RCV)_XC,pdf|doc|xml
2015-09-16,RCV,final,P8_PV(2015)09-16(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 16 septembre 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/09-16/liste_presence/P8_PV(2015)09-16(RCV)_XC,pdf|doc|xml
2015-09-10,RCV,final,P8_PV(2015)09-10(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 10 septembre 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/09-10/liste_presence/P8_PV(2015)09-10(RCV)_XC,pdf|doc|xml
2015-09-09,RCV,final,P8_PV(2015)09-09(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 09 septembre 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/09-09/liste_presence/P8_PV(2015)09-09(RCV)_XC,pdf|doc|xml
2015-09-08,RCV,final,P8_PV(2015)09-08(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 08 septembre 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/09-08/liste_presence/P8_PV(2015)09-08(RCV)_XC,pdf|doc|xml
2015-07-09,RCV,final,P8_PV(2015)07-09(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 09 juillet 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/07-09/liste_presence/P8_PV(2015)07-09(RCV)_XC,pdf|doc|xml
2015-07-08,RCV,final,P8_PV(2015)07-08(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 08 juillet 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/07-08/liste_presence/P8_PV(2015)07-08(RCV)_XC,pdf|doc|xml
2015-07-07,RCV,final,P8_PV(2015)07-07(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 07 juillet 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/07-07/liste_presence/P8_PV(2015)07-07(RCV)_XC,pdf|doc|xml
2015-06-24,RCV,final,P8_PV(2015)06-24(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 24 juin 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/06-24/liste_presence/P8_PV(2015)06-24(RCV)_XC,pdf|doc|xml
2015-06-11,RCV,final,P8_PV(2015)06-11(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 11 juin 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/06-11/liste_presence/P8_PV(2015)06-11(RCV)_XC,pdf|doc|xml
2015-06-10,RCV,final,P8_PV(2015)06-10(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 10 juin 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/06-10/liste_presence/P8_PV(2015)06-10(RCV)_XC,pdf|doc|xml
2015-06-09,RCV,final,P8_PV(2015)06-09(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 09 juin 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/06-09/liste_presence/P8_PV(2015)06-09(RCV)_XC,pdf|doc|xml
2015-05-27,RCV,final,P8_PV(2015)05-27(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 27 mai 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/05-27/liste_presence/P8_PV(2015)05-27(RCV)_XC,pdf|doc|xml
2015-05-21,RCV,final,P8_PV(2015)05-21(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 21 mai 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/05-21/liste_presence/P8_PV(2015)05-21(RCV)_XC,pdf|doc|xml
